id,movieName,castName,award,,,
4158,Dimitri Tiomkin,The Fall of the Roman Empire ,"Music (Music Score, Substantially Original)",,,
4159,Frank DeVol,"Hush...Hush, Sweet Charlotte ","Music (Music Score, Substantially Original)",,,
4160,"Richard M. Sherman, Robert B. Sherman",Mary Poppins ,"Music (Music Score, Substantially Original)",,,
4161,Henry Mancini,The Pink Panther ,"Music (Music Score, Substantially Original)",,,
4162,George Martin,A Hard Day's Night ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4163,Irwin Kostal,Mary Poppins ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4164,Andre Previn,My Fair Lady ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4165,Nelson Riddle,Robin and the 7 Hoods ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4166,"Robert Armbruster, Leo Arnaud, Jack Elliott, Jack Hayes, Calvin Jackson, Leo Shuken",The Unsinkable Molly Brown ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4167,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,"""Chim Chim Cher-ee"" from Mary Poppins",Music (Song),,,
4168,Music by Henry Mancini,"""Dear Heart"" from Dear Heart",Music (Song),,,
4169,Music by Frank DeVol,"""Hush...Hush, Sweet Charlotte"" from Hush...Hush, Sweet Charlotte",Music (Song),,,
4170,Music by James Van Heusen,"""My Kind Of Town"" from Robin and the 7 Hoods",Music (Song),,,
4171,Music by James Van Heusen,"""Where Love Has Gone"" from Where Love Has Gone",Music (Song),,,
4172,"Hal B. Wallis, Producer",Becket ,Best Picture,,,
4173,"Stanley Kubrick, Producer",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Best Picture,,,
4174,"Walt Disney and Bill Walsh, Producers",Mary Poppins ,Best Picture,,,
4175,"Jack L. Warner, Producer",My Fair Lady ,Best Picture,,,
4176,"Michael Cacoyannis, Producer",Zorba the Greek ,Best Picture,,,
4177,National Film Board of Canada,Christmas Cracker ,Short Subject (Cartoon),,,
4178,"William L. Snyder, Producer",How to Avoid Friendship ,Short Subject (Cartoon),,,
4179,"William L. Snyder, Producer",Nudnik #2 ,Short Subject (Cartoon),,,
4180,"David H. DePatie and Friz Freleng, Producers",The Pink Phink ,Short Subject (Cartoon),,,
4181,"Edward Schreiber, Producer",Casals Conducts: 1964 ,Short Subject (Live Action),,,
4182,"Carson Davidson, Producer",Help! My Snowman's Burning Down ,Short Subject (Live Action),,,
4183,"Robert Clouse, Producer",The Legend of Jimmy Blue Eyes ,Short Subject (Live Action),,,
4184,"Shepperton Studio Sound Department, John Cox, Sound Director",Becket ,Sound,,,
4185,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Father Goose ,Sound,,,
4186,"Walt Disney Studio Sound Department, Robert O. Cook, Sound Director",Mary Poppins ,Sound,,,
4187,"Warner Brothers Studio Sound Department, George R. Groves, Sound Director",My Fair Lady ,Sound,,,
4188,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",The Unsinkable Molly Brown ,Sound,,,
4189,Norman Wanstall,Goldfinger ,Sound Effects,,,
4190,Robert L. Bratton,The Lively Set ,Sound Effects,,,
4191,"Peter Ellenshaw, Eustace Lycett, Hamilton Luske",Mary Poppins ,Special Visual Effects,,,
4192,Jim Danforth,7 Faces of Dr. Lao ,Special Visual Effects,,,
4193,Edward Anhalt,Becket ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4194,"Stanley Kubrick, Peter George, Terry Southern",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4195,"Bill Walsh, Don DaGradi",Mary Poppins ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4196,Alan Jay Lerner,My Fair Lady ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4197,Michael Cacoyannis,Zorba the Greek ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4198,"Story by S. H. Barnett; Screenplay by Peter Stone, Frank Tarloff",Father Goose ,"Writing (Story and Screenplay, Written Directly for the Screen)",,,
4199,Alun Owen,A Hard Day's Night ,"Writing (Story and Screenplay, Written Directly for the Screen)",,,
4200,"Story by Orville H. Hampton; Screenplay by Raphael Hayes, Orville H. Hampton","One Potato, Two Potato ","Writing (Story and Screenplay, Written Directly for the Screen)",,,
4201,"Age, Scarpelli, Mario Monicelli",The Organizer ,"Writing (Story and Screenplay, Written Directly for the Screen)",,,
4202,"Jean-Paul Rappeneau, Ariane Mnouchkine, Daniel Boulanger, Philippe De Broca",That Man from Rio ,"Writing (Story and Screenplay, Written Directly for the Screen)",,,
4203,7 Faces of Dr. Lao,William Tuttle,Honorary Award,,,
4204,The Spy Who Came In from the Cold,Richard Burton,Actor,,,
4205,Cat Ballou,Lee Marvin,Actor,,,
4206,Othello,Laurence Olivier,Actor,,,
4207,The Pawnbroker,Rod Steiger,Actor,,,
4208,Ship of Fools,Oskar Werner,Actor,,,
4209,A Thousand Clowns,Martin Balsam,Actor in a Supporting Role,,,
4210,The Flight of the Phoenix,Ian Bannen,Actor in a Supporting Role,,,
4211,Doctor Zhivago,Tom Courtenay,Actor in a Supporting Role,,,
4212,Ship of Fools,Michael Dunn,Actor in a Supporting Role,,,
4213,Othello,Frank Finlay,Actor in a Supporting Role,,,
4214,The Sound of Music,Julie Andrews,Actress,,,
4215,Darling,Julie Christie,Actress,,,
4216,The Collector,Samantha Eggar,Actress,,,
4217,A Patch of Blue,Elizabeth Hartman,Actress,,,
4218,Ship of Fools,Simone Signoret,Actress,,,
4219,Inside Daisy Clover,Ruth Gordon,Actress in a Supporting Role,,,
4220,Othello,Joyce Redman,Actress in a Supporting Role,,,
4221,Othello,Maggie Smith,Actress in a Supporting Role,,,
4222,A Patch of Blue,Shelley Winters,Actress in a Supporting Role,,,
4223,The Sound of Music,Peggy Wood,Actress in a Supporting Role,,,
4224,Art Direction: Robert Emmet Smith,King Rat ,Art Direction (Black and White),,,
4225,"Art Direction: George W. Davis, Urie McCleary; Set Decoration: Henry Grace, Charles S. Thompson",A Patch of Blue ,Art Direction (Black and White),,,
4226,Art Direction: Robert Clatworthy,Ship of Fools ,Art Direction (Black and White),,,
4227,"Art Direction: Hal Pereira, Jack Poplin; Set Decoration: Robert Benton, Joseph Kish",The Slender Thread ,Art Direction (Black and White),,,
4228,"Art Direction: Hal Pereira, Tambi Larsen, Edward Marshall; Set Decoration: Josie MacAvin",The Spy Who Came In from the Cold ,Art Direction (Black and White),,,
4229,"Art Direction: John DeCuir, Jack Martin Smith; Set Decoration: Dario Simoni",The Agony and the Ecstasy ,Art Direction (Color),,,
4230,"Art Direction: John Box, Terry Marsh; Set Decoration: Dario Simoni",Doctor Zhivago ,Art Direction (Color),,,
4231,"Art Direction: Richard Day, William Creber, David Hall; Set Decoration: Ray Moyer, Fred MacLean, Norman Rockett",The Greatest Story Ever Told ,Art Direction (Color),,,
4232,Art Direction: Robert Clatworthy,Inside Daisy Clover ,Art Direction (Color),,,
4233,"Art Direction: Boris Leven; Set Decoration: Walter M. Scott, Ruby Levitt",The Sound of Music ,Art Direction (Color),,,
4234,Loyal Griggs,In Harm's Way ,Cinematography (Black and White),,,
4235,Burnett Guffey,King Rat ,Cinematography (Black and White),,,
4236,Conrad Hall,Morituri ,Cinematography (Black and White),,,
4237,Robert Burks,A Patch of Blue ,Cinematography (Black and White),,,
4238,Ernest Laszlo,Ship of Fools ,Cinematography (Black and White),,,
4239,Leon Shamroy,The Agony and the Ecstasy ,Cinematography (Color),,,
4240,Freddie Young,Doctor Zhivago ,Cinematography (Color),,,
4241,Russell Harlan,The Great Race ,Cinematography (Color),,,
4242,"William C. Mellor, Loyal Griggs",The Greatest Story Ever Told ,Cinematography (Color),,,
4243,Ted McCord,The Sound of Music ,Cinematography (Color),,,
4244,Julie Harris,Darling ,Costume Design (Black and White),,,
4245,Moss Mabry,Morituri ,Costume Design (Black and White),,,
4246,Howard Shoup,A Rage to Live ,Costume Design (Black and White),,,
4247,"Bill Thomas, Jean Louis",Ship of Fools ,Costume Design (Black and White),,,
4248,Edith Head,The Slender Thread ,Costume Design (Black and White),,,
4249,Vittorio Nino Novarese,The Agony and the Ecstasy ,Costume Design (Color),,,
4250,Phyllis Dalton,Doctor Zhivago ,Costume Design (Color),,,
4251,"Vittorio Nino Novarese, Marjorie Best",The Greatest Story Ever Told ,Costume Design (Color),,,
4252,"Edith Head, Bill Thomas",Inside Daisy Clover ,Costume Design (Color),,,
4253,Dorothy Jeakins,The Sound of Music ,Costume Design (Color),,,
4254,William Wyler,The Collector ,Directing,,,
4255,John Schlesinger,Darling ,Directing,,,
4256,David Lean,Doctor Zhivago ,Directing,,,
4257,Robert Wise,The Sound of Music ,Directing,,,
4258,Hiroshi Teshigahara,Woman in the Dunes ,Directing,,,
4259,"Laurence E. Mascott, Producer",The Battle of the Bulge...The Brave Rifles ,Documentary (Feature),,,
4260,"Sidney Glazier, Producer",The Eleanor Roosevelt Story ,Documentary (Feature),,,
4261,"Peter Mills, Producer",The Forth Road Bridge ,Documentary (Feature),,,
4262,"Marshall Flaum, Producer",Let My People Go ,Documentary (Feature),,,
4263,"Frédéric Rossif, Producer",To Die in Madrid ,Documentary (Feature),,,
4264,"Kirk Smallman, Producer",Mural on Our Street ,Documentary (Short Subject),,,
4265,Mafilm Productions,Ouverture ,Documentary (Short Subject),,,
4266,Vision Associates Productions,Point of View ,Documentary (Short Subject),,,
4267,"Francis Thompson, Producer",To Be Alive! ,Documentary (Short Subject),,,
4268,"Patrick Carey and Joe Mendoza, Producers",Yeats Country ,Documentary (Short Subject),,,
4269,Charles Nelson,Cat Ballou ,Film Editing,,,
4270,Norman Savage,Doctor Zhivago ,Film Editing,,,
4271,Michael Luciano,The Flight of the Phoenix ,Film Editing,,,
4272,Ralph E. Winters,The Great Race ,Film Editing,,,
4273,William Reynolds,The Sound of Music ,Film Editing,,,
4274,Greece,Blood on the Land ,Foreign Language Film,,,
4275,Sweden,Dear John ,Foreign Language Film,,,
4276,Japan,Kwaidan ,Foreign Language Film,,,
4277,Italy,Marriage Italian Style ,Foreign Language Film,,,
4278,Czechoslovakia,The Shop on Main Street ,Foreign Language Film,,,
4279,Alex North,The Agony and the Ecstasy ,"Music (Music Score, Substantially Original)",,,
4280,Maurice Jarre,Doctor Zhivago ,"Music (Music Score, Substantially Original)",,,
4281,Alfred Newman,The Greatest Story Ever Told ,"Music (Music Score, Substantially Original)",,,
4282,Jerry Goldsmith,A Patch of Blue ,"Music (Music Score, Substantially Original)",,,
4283,"Michel Legrand, Jacques Demy",The Umbrellas of Cherbourg ,"Music (Music Score, Substantially Original)",,,
4284,DeVol,Cat Ballou ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4285,"Lionel Newman, Alexander Courage",The Pleasure Seekers ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4286,Irwin Kostal,The Sound of Music ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4287,Don Walker,A Thousand Clowns ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4288,Michel Legrand,The Umbrellas of Cherbourg ,"Music (Scoring of Music, Adaptation or Treatment)",,,
4289,Music by Jerry Livingston,"""The Ballad Of Cat Ballou"" from Cat Ballou",Music (Song),,,
4290,Music by Michel Legrand,"""I Will Wait For You"" from The Umbrellas of Cherbourg",Music (Song),,,
4291,Music by Johnny Mandel,"""The Shadow Of Your Smile"" from The Sandpiper",Music (Song),,,
4292,Music by Henry Mancini,"""The Sweetheart Tree"" from The Great Race",Music (Song),,,
4293,Music by Burt Bacharach,"""What's New Pussycat?"" from What's New Pussycat?",Music (Song),,,
4294,"Joseph Janni, Producer",Darling ,Best Picture,,,
4295,"Carlo Ponti, Producer",Doctor Zhivago ,Best Picture,,,
4296,"Stanley Kramer, Producer",Ship of Fools ,Best Picture,,,
4297,"Robert Wise, Producer",The Sound of Music ,Best Picture,,,
4298,"Fred Coe, Producer",A Thousand Clowns ,Best Picture,,,
4299,"Eliot Noyes, Jr., Producer",Clay or The Origin of Species ,Short Subject (Cartoon),,,
4300,"Chuck Jones and Les Goldman, Producers",The Dot and the Line ,Short Subject (Cartoon),,,
4301,"Emanuele Luzzati, Producer",The Thieving Magpie (La Gazza Ladra) ,Short Subject (Cartoon),,,
4302,"Claude Berri, Producer",The Chicken (Le Poulet) ,Short Subject (Live Action),,,
4303,"Lothar Wolff, Producer",Fortress of Peace ,Short Subject (Live Action),,,
4304,"Marshal Backlar and Noel Black, Producers",Skaterdater ,Short Subject (Live Action),,,
4305,"Edgar Anstey, Producer",Snow ,Short Subject (Live Action),,,
4306,"Jim Henson, Producer",Time Piece ,Short Subject (Live Action),,,
4307,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director",The Agony and the Ecstasy ,Sound,,,
4308,"Metro-Goldwyn-Mayer British Studio Sound Department, A. W. Watkins, Sound Director; and Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Doctor Zhivago ,Sound,,,
4309,"Warner Brothers Studio Sound Department, George R. Groves, Sound Director",The Great Race ,Sound,,,
4310,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Shenandoah ,Sound,,,
4311,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",The Sound of Music ,Sound,,,
4312,Tregoweth Brown,The Great Race ,Sound Effects,,,
4313,Walter A. Rossi,Von Ryan's Express ,Sound Effects,,,
4314,J. McMillan Johnson,The Greatest Story Ever Told ,Special Visual Effects,,,
4315,John Stears,Thunderball ,Special Visual Effects,,,
4316,"Walter Newman, Frank R. Pierson",Cat Ballou ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4317,"Stanley Mann, John Kohn",The Collector ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4318,Robert Bolt,Doctor Zhivago ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4319,Abby Mann,Ship of Fools ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4320,Herb Gardner,A Thousand Clowns ,"Writing (Screenplay, Based on Material from Another Medium)",,,
4321,"Age, Scarpelli, Mario Monicelli, Tonino Guerra, Giorgio Salvioni, Suso Cecchi D'Amico",Casanova '70 ,"Writing (Story and Screenplay, Written Directly for the Screen)",,,
4322,Frederic Raphael,Darling ,"Writing (Story and Screenplay, Written Directly for the Screen)",,,
4323,"Jack Davies, Ken Annakin",Those Magnificent Men in Their Flying Machines ,"Writing (Story and Screenplay, Written Directly for the Screen)",,,
4324,"Franklin Coen, Frank Davis",The Train ,"Writing (Story and Screenplay, Written Directly for the Screen)",,,
4325,Jacques Demy,The Umbrellas of Cherbourg ,"Writing (Story and Screenplay, Written Directly for the Screen)",,,
4326,,Edmond L. DePatie,Jean Hersholt Humanitarian Award,,,
4327,,Bob Hope,Honorary Award,,,
4328,,William Wyler,Irving G. Thalberg Memorial Award,,,
4329,The Russians Are Coming The Russians Are Coming,Alan Arkin,Actor,,,
4330,Who's Afraid of Virginia Woolf?,Richard Burton,Actor,,,
4331,Alfie,Michael Caine,Actor,,,
4332,The Sand Pebbles,Steve McQueen,Actor,,,
4333,A Man for All Seasons,Paul Scofield,Actor,,,
4334,The Sand Pebbles,Mako,Actor in a Supporting Role,,,
4335,Georgy Girl,James Mason,Actor in a Supporting Role,,,
4336,The Fortune Cookie,Walter Matthau,Actor in a Supporting Role,,,
4337,Who's Afraid of Virginia Woolf?,George Segal,Actor in a Supporting Role,,,
4338,A Man for All Seasons,Robert Shaw,Actor in a Supporting Role,,,
4339,A Man and a Woman,Anouk Aimee,Actress,,,
4340,The Shop on Main Street,Ida Kaminska,Actress,,,
4341,Georgy Girl,Lynn Redgrave,Actress,,,
4342,Morgan!,Vanessa Redgrave,Actress,,,
4343,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,Actress,,,
4344,Who's Afraid of Virginia Woolf?,Sandy Dennis,Actress in a Supporting Role,,,
4345,A Man for All Seasons,Wendy Hiller,Actress in a Supporting Role,,,
4346,Hawaii,Jocelyne Lagarde,Actress in a Supporting Role,,,
4347,Alfie,Vivien Merchant,Actress in a Supporting Role,,,
4348,You're a Big Boy Now,Geraldine Page,Actress in a Supporting Role,,,
4349,Art Direction: Robert Luthardt,The Fortune Cookie ,Art Direction (Black and White),,,
4350,Luigi Scaccianoce,The Gospel According to St. Matthew ,Art Direction (Black and White),,,
4351,"Art Direction: Willy Holt; Set Decoration: Marc Frederix, Pierre Guffroy",Is Paris Burning? ,Art Direction (Black and White),,,
4352,"Art Direction: George W. Davis, Paul Groesse; Set Decoration: Henry Grace, Hugh Hunt",Mister Buddwing ,Art Direction (Black and White),,,
4353,Art Direction: Richard Sylbert,Who's Afraid of Virginia Woolf? ,Art Direction (Black and White),,,
4354,"Art Direction: Jack Martin Smith, Dale Hennesy; Set Decoration: Walter M. Scott, Stuart A. Reiss",Fantastic Voyage ,Art Direction (Color),,,
4355,"Art Direction: Alexander Golitzen, George C. Webb; Set Decoration: John McCarthy, John Austin",Gambit ,Art Direction (Color),,,
4356,Piero Gherardi,Juliet of the Spirits ,Art Direction (Color),,,
4357,"Art Direction: Hal Pereira, Arthur Lonergan; Set Decoration: Robert Benton, James Payne",The Oscar ,Art Direction (Color),,,
4358,"Art Direction: Boris Leven; Set Decoration: Walter M. Scott, John Sturtevant, William Kiernan",The Sand Pebbles ,Art Direction (Color),,,
4359,Joseph LaShelle,The Fortune Cookie ,Cinematography (Black and White),,,
4360,Ken Higgins,Georgy Girl ,Cinematography (Black and White),,,
4361,Marcel Grignon,Is Paris Burning? ,Cinematography (Black and White),,,
4362,James Wong Howe,Seconds ,Cinematography (Black and White),,,
4363,Haskell Wexler,Who's Afraid of Virginia Woolf? ,Cinematography (Black and White),,,
4364,Ernest Laszlo,Fantastic Voyage ,Cinematography (Color),,,
4365,Russell Harlan,Hawaii ,Cinematography (Color),,,
4366,Ted Moore,A Man for All Seasons ,Cinematography (Color),,,
4367,Conrad Hall,The Professionals ,Cinematography (Color),,,
4368,Joseph MacDonald,The Sand Pebbles ,Cinematography (Color),,,
4369,Danilo Donati,The Gospel According to St. Matthew ,Costume Design (Black and White),,,
